,StyleLoss,ImageIndex
0,3309400576.0,"00000-1-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png"
1,4230044160.0,"00001-2-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png"
2,2059419136.0,"00002-3-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png"
3,2843465984.0,"00003-4-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png"
4,3165312512.0,"00004-5-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png"
5,3040470528.0,"00005-6-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png"
6,2011626368.0,"00006-7-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png"
7,1865023872.0,"00007-8-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png"
8,3123174400.0,"00008-9-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png"
9,1968848000.0,"00009-10-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png"
10,1801103232.0,"00010-11-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png"
11,4477552128.0,"00011-12-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png"
12,2179936256.0,"00012-13-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png"
13,1457579904.0,"00013-14-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png"
14,1534747392.0,"00014-15-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png"
15,1679864320.0,"00015-16-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png"
16,3998030336.0,"00016-17-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png"
17,2324565504.0,"00017-18-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png"
18,1704059392.0,"00018-19-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png"
19,3750088448.0,"00019-20-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png"
