,Rating,Artifact,ClipScore,LAIONScore,ImageIndex
0,8.493943214416504,1.7958390712738037,0.298095703125,7.111053466796875,1
0,8.289149284362793,1.875698447227478,0.29541015625,7.125960350036621,2
0,7.566591262817383,2.3018734455108643,0.300537109375,7.18748664855957,3
0,8.540373802185059,1.9824349880218506,0.301513671875,7.281537055969238,4
0,7.61281681060791,2.2438642978668213,0.2978515625,7.115917682647705,5
0,9.04790210723877,1.5375128984451294,0.296630859375,7.073395252227783,6
0,8.13036823272705,1.9158563613891602,0.294921875,7.340890884399414,7
0,8.774175643920898,1.621838927268982,0.29150390625,7.303452491760254,8
0,8.587919235229492,1.6342884302139282,0.3232421875,7.1998982429504395,9
0,8.61752986907959,1.6292219161987305,0.308349609375,7.165859222412109,10
0,9.559773445129395,1.1460548639297485,0.296630859375,6.989608287811279,11
0,8.731959342956543,1.6862331628799438,0.30517578125,7.223915100097656,12
0,8.866421699523926,1.3787726163864136,0.302001953125,7.379299163818359,13
0,8.563881874084473,1.7452212572097778,0.29296875,7.088321685791016,14
0,8.239189147949219,1.923429012298584,0.3115234375,7.326804161071777,15
0,8.52712345123291,1.8647297620773315,0.2919921875,7.059906959533691,16
0,8.858017921447754,1.6460388898849487,0.304931640625,7.26719331741333,17
0,8.722820281982422,1.731040358543396,0.30615234375,7.2405781745910645,18
0,8.35532283782959,1.9998143911361694,0.302734375,7.015268325805664,19
0,8.918328285217285,1.422690987586975,0.3134765625,7.299037933349609,20
0,9.143511772155762,1.3757234811782837,0.303955078125,7.224287033081055,21
0,9.490849494934082,1.4587918519973755,0.314208984375,7.090931415557861,22
0,8.91968822479248,1.4071190357208252,0.3076171875,7.270342826843262,23
0,9.020772933959961,1.427559494972229,0.317138671875,7.271988868713379,24
0,8.462376594543457,1.7282757759094238,0.314697265625,7.050501823425293,25
0,8.82904052734375,1.604901909828186,0.326171875,7.267518043518066,26
0,8.459879875183105,2.0062849521636963,0.305419921875,6.968294143676758,27
0,9.039204597473145,1.625449299812317,0.29833984375,7.2002363204956055,28
0,8.449258804321289,1.7698144912719727,0.2841796875,7.020788669586182,29
0,8.702515602111816,1.708242416381836,0.30029296875,7.205438613891602,30
0,8.810480117797852,1.6261483430862427,0.299560546875,7.083728790283203,31
0,8.72807788848877,1.8040369749069214,0.323486328125,7.094865322113037,32
