,Rating,Artifact,ClipScore,LAIONScore,ImageIndex
0,6.79962158203125,1.6274968385696411,0.2293701171875,5.424121379852295,1
0,6.248560905456543,1.8933358192443848,0.26123046875,5.826094627380371,2
0,7.7567138671875,1.5596740245819092,0.243408203125,5.778926849365234,3
0,5.7567901611328125,2.478741407394409,0.2352294921875,5.721827507019043,4
0,6.64965295791626,1.708142638206482,0.236572265625,5.634914875030518,5
0,5.268734455108643,2.366528272628784,0.2286376953125,5.6950860023498535,6
0,5.9824323654174805,1.7903412580490112,0.255126953125,5.725340843200684,7
0,7.576140403747559,1.4215025901794434,0.2548828125,5.773911476135254,8
0,6.993121147155762,1.5155757665634155,0.24560546875,5.58951473236084,9
0,6.443392753601074,2.044203996658325,0.257568359375,5.714593887329102,10
0,6.800955772399902,1.3490899801254272,0.2493896484375,5.584298133850098,11
0,6.958809852600098,1.4344769716262817,0.224365234375,5.3316450119018555,12
0,6.904329299926758,1.3889275789260864,0.235595703125,5.677987098693848,13
0,6.336179256439209,1.9409791231155396,0.2379150390625,5.413159370422363,14
0,6.347470760345459,1.5492937564849854,0.222412109375,5.256129264831543,15
0,7.21858024597168,1.5038402080535889,0.246337890625,5.804752349853516,16
0,6.846234321594238,1.632924199104309,0.25732421875,5.483067512512207,17
0,6.069550514221191,1.889411449432373,0.2357177734375,5.446230888366699,18
0,7.3018951416015625,1.4193613529205322,0.263427734375,5.436929702758789,19
0,6.216107368469238,1.9876309633255005,0.264404296875,5.7167439460754395,20
0,6.404461860656738,1.6431727409362793,0.260498046875,5.447299003601074,21
0,5.77836799621582,2.2057955265045166,0.2427978515625,5.657092571258545,22
0,6.4294891357421875,1.4961897134780884,0.238525390625,5.196441173553467,23
0,6.626899719238281,1.4884729385375977,0.2315673828125,5.115034103393555,24
0,6.866079330444336,1.4733203649520874,0.2481689453125,5.747910499572754,25
0,7.14999532699585,1.595577359199524,0.2374267578125,5.482176780700684,26
0,6.60951042175293,1.7682737112045288,0.2413330078125,5.501451015472412,27
0,6.555069923400879,1.589016079902649,0.258056640625,5.264484405517578,28
0,6.124146461486816,1.7247129678726196,0.235107421875,5.002861022949219,29
0,6.710099220275879,1.7828527688980103,0.261474609375,5.273673057556152,30
0,7.023409843444824,1.6942484378814697,0.26416015625,5.567220211029053,31
0,5.993129253387451,1.908267855644226,0.25048828125,5.651501655578613,32
