,Rating,Artifact,ClipScore,LAIONScore,ImageIndex
0,6.174034595489502,2.6170873641967773,0.364990234375,6.385889530181885,1
0,6.745195388793945,2.4032533168792725,0.3369140625,6.5672807693481445,2
0,6.755265712738037,2.3427581787109375,0.33056640625,6.661030292510986,3
0,6.200654029846191,2.5784928798675537,0.3115234375,6.142618179321289,4
0,6.9281110763549805,2.279188632965088,0.341796875,6.546248435974121,5
0,5.983700752258301,2.5249056816101074,0.34423828125,6.583473205566406,6
0,5.748833656311035,2.6932499408721924,0.32666015625,6.344782829284668,7
0,6.193907260894775,2.8163838386535645,0.316650390625,6.6499528884887695,8
0,5.798900127410889,2.7490856647491455,0.2841796875,6.362120628356934,9
0,6.483640670776367,2.372349500656128,0.3251953125,6.721362113952637,10
0,6.310322284698486,2.3967645168304443,0.30419921875,6.1053948402404785,11
0,6.455656051635742,2.455484628677368,0.33349609375,6.65889835357666,12
0,5.761335372924805,2.8691160678863525,0.34619140625,6.356799602508545,13
0,5.415899753570557,2.9283556938171387,0.3076171875,6.056529998779297,14
0,6.919370174407959,2.3442392349243164,0.337890625,6.614447116851807,15
0,6.336080074310303,2.3543283939361572,0.335693359375,6.454195499420166,16
0,5.716305255889893,2.668578624725342,0.30908203125,6.322793006896973,17
0,5.944640636444092,2.881744861602783,0.35888671875,6.728536605834961,18
0,6.25161075592041,2.4270412921905518,0.31884765625,6.094297409057617,19
0,6.163159370422363,2.6282460689544678,0.35546875,6.543975830078125,20
0,5.833427906036377,2.7115797996520996,0.333984375,6.283522129058838,21
0,5.691055774688721,2.9635236263275146,0.32177734375,6.307126045227051,22
0,5.008275508880615,3.210773229598999,0.3056640625,5.998544692993164,23
0,6.824069976806641,2.237168073654175,0.343505859375,6.790038108825684,24
0,6.377668380737305,2.451284170150757,0.306396484375,6.276962757110596,25
0,6.686936378479004,2.420306921005249,0.32763671875,6.565606117248535,26
0,6.61629581451416,2.105958938598633,0.288330078125,6.73486328125,27
0,5.807328224182129,2.643754243850708,0.32470703125,6.111505508422852,28
0,4.983308792114258,3.078092336654663,0.316650390625,6.005679607391357,29
0,6.624064922332764,2.4434196949005127,0.316162109375,6.57728385925293,30
0,6.571877479553223,2.435687780380249,0.313232421875,6.450812339782715,31
0,6.020367622375488,2.7444136142730713,0.298583984375,6.5147199630737305,32
