,Rating,Artifact,ClipScore,LAIONScore,ImageIndex
0,6.657393455505371,2.640856981277466,0.291748046875,6.828117370605469,1
0,7.361733436584473,2.345841884613037,0.256591796875,7.359794616699219,2
0,6.680801868438721,2.6538946628570557,0.303466796875,7.012028217315674,3
0,7.678983211517334,2.1536481380462646,0.264404296875,7.269644260406494,4
0,7.3721160888671875,2.215373992919922,0.254150390625,7.095380783081055,5
0,7.4717206954956055,2.2331502437591553,0.2724609375,7.069588661193848,6
0,6.389580726623535,2.6415884494781494,0.273193359375,6.962812900543213,7
0,7.357184410095215,2.2904882431030273,0.275390625,7.312923431396484,8
0,8.038487434387207,1.9361904859542847,0.26806640625,7.2874298095703125,9
0,8.0637788772583,1.9245144128799438,0.27392578125,7.18508243560791,10
0,6.771101951599121,2.5298268795013428,0.284912109375,7.0518035888671875,11
0,7.281372547149658,2.3904051780700684,0.262939453125,7.067439079284668,12
0,6.1235785484313965,2.773064374923706,0.269287109375,6.870389461517334,13
0,7.130575180053711,2.011253833770752,0.275634765625,7.203855037689209,14
0,7.168530464172363,2.3673393726348877,0.261474609375,6.933865547180176,15
0,7.669020652770996,2.115584373474121,0.288818359375,7.032821178436279,16
0,8.295096397399902,1.6356583833694458,0.26171875,7.237909317016602,17
0,8.164117813110352,1.753870964050293,0.274658203125,7.119509696960449,18
0,7.593503952026367,2.119516372680664,0.256591796875,7.051784992218018,19
0,7.916886329650879,2.002810001373291,0.28125,7.185373306274414,20
0,7.9034528732299805,1.994238018989563,0.26318359375,7.330562114715576,21
0,7.307803630828857,2.5148532390594482,0.298095703125,7.229192733764648,22
0,7.66583251953125,2.150777816772461,0.250732421875,6.990530014038086,23
0,7.680269718170166,2.15604829788208,0.271484375,7.203737258911133,24
0,7.213400840759277,2.347602128982544,0.260009765625,7.020012378692627,25
0,6.487430095672607,2.623586893081665,0.2568359375,7.384160041809082,26
0,7.613594055175781,2.101961374282837,0.259033203125,7.054422378540039,27
0,7.087571144104004,2.336481809616089,0.26171875,6.937603950500488,28
0,7.732976913452148,1.977286696434021,0.263671875,7.085467338562012,29
0,7.855851650238037,2.062253952026367,0.2705078125,7.124274253845215,30
0,6.601174831390381,2.634408712387085,0.274169921875,7.029172897338867,31
0,7.572171688079834,2.0619542598724365,0.2509765625,7.088324546813965,32
