,Rating,Artifact,ClipScore,LAIONScore,ImageIndex
0,7.723874092102051,1.848304271697998,0.343505859375,7.205527305603027,1
0,7.370095729827881,1.8120266199111938,0.342041015625,7.32558536529541,2
0,6.692142009735107,2.2130541801452637,0.34619140625,7.361916542053223,3
0,7.969468116760254,1.6268259286880493,0.34423828125,7.357505798339844,4
0,6.431995868682861,2.0133535861968994,0.34130859375,7.171027183532715,5
0,7.306695938110352,1.8761177062988281,0.338134765625,7.2298736572265625,6
0,7.471677303314209,1.7126224040985107,0.35595703125,7.352108478546143,7
0,7.151203155517578,1.9810459613800049,0.338134765625,7.347794532775879,8
0,7.735204219818115,1.9241836071014404,0.33154296875,7.2106404304504395,9
0,6.770260334014893,2.058716058731079,0.352783203125,7.13299560546875,10
0,7.313725471496582,2.183466911315918,0.337158203125,7.264407157897949,11
0,8.093077659606934,1.761473536491394,0.33740234375,7.466475486755371,12
0,6.407634735107422,2.44623064994812,0.35302734375,7.095967769622803,13
0,6.765366077423096,2.3057632446289062,0.352783203125,7.183371543884277,14
0,6.428741931915283,2.095853805541992,0.348388671875,6.8527350425720215,15
0,6.884669780731201,2.254028558731079,0.341796875,7.12031364440918,16
0,7.516022682189941,1.8354225158691406,0.318359375,7.181796550750732,17
0,8.140973091125488,1.5312930345535278,0.34130859375,7.434053421020508,18
0,6.589783191680908,2.1008317470550537,0.37060546875,7.017442226409912,19
0,6.751126289367676,1.9351030588150024,0.34033203125,7.299267768859863,20
0,8.210275650024414,1.5549696683883667,0.3408203125,7.326321601867676,21
0,7.353989601135254,1.7642858028411865,0.342041015625,7.327588081359863,22
0,7.0629777908325195,2.1888694763183594,0.34326171875,7.246611595153809,23
0,8.346074104309082,1.7082858085632324,0.322265625,7.050618648529053,24
0,6.5254364013671875,2.330767869949341,0.3505859375,6.966381549835205,25
0,7.2533111572265625,1.7435811758041382,0.323974609375,6.68247127532959,26
0,7.61044979095459,1.6894196271896362,0.34814453125,7.086736679077148,27
0,7.936311721801758,1.6946583986282349,0.352294921875,7.38953971862793,28
0,7.3304572105407715,2.0856268405914307,0.322021484375,7.3189592361450195,29
0,6.4761152267456055,1.9375660419464111,0.342041015625,7.258111476898193,30
0,6.500859260559082,2.2414376735687256,0.331787109375,6.644377708435059,31
0,7.363804817199707,1.9740636348724365,0.340087890625,7.329150199890137,32
