,LoRALoss,ImageIndex,name
0,0.7868845038832263,"00000-1-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",lyriel_v14.safetensors-LoRA-3
1,1.4845999146729199,"00001-2-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",lyriel_v14.safetensors-LoRA-3
2,0.5149457442554352,"00002-3-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",lyriel_v14.safetensors-LoRA-3
3,0.24983144957358497,"00003-4-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",lyriel_v14.safetensors-LoRA-3
4,0.002946462215191633,"00004-5-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",lyriel_v14.safetensors-LoRA-3
5,0.6636008032311488,"00005-6-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",lyriel_v14.safetensors-LoRA-3
6,0.2637431067423861,"00006-7-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",lyriel_v14.safetensors-LoRA-3
7,-0.05145196403872444,"00007-8-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",lyriel_v14.safetensors-LoRA-3
8,0.48601583584643104,"00008-9-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",lyriel_v14.safetensors-LoRA-3
9,2.01037568978604,"00009-10-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",lyriel_v14.safetensors-LoRA-3
10,1.708902253300487,"00010-11-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",lyriel_v14.safetensors-LoRA-3
11,2.093999964419377,"00011-12-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",lyriel_v14.safetensors-LoRA-3
12,1.8279639761836548,"00012-13-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",lyriel_v14.safetensors-LoRA-3
13,0.8066554750391721,"00013-14-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",lyriel_v14.safetensors-LoRA-3
14,1.7578984118867294,"00014-15-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",lyriel_v14.safetensors-LoRA-3
15,1.2656367230716532,"00015-16-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",lyriel_v14.safetensors-LoRA-3
16,-0.6157238947117725,"00016-17-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",lyriel_v14.safetensors-LoRA-3
17,0.17037908581299005,"00017-18-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",lyriel_v14.safetensors-LoRA-3
18,2.1075818079751394,"00018-19-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",lyriel_v14.safetensors-LoRA-3
19,1.0439966875168687,"00019-20-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",lyriel_v14.safetensors-LoRA-3
0,-1.3390055611981375,"00000-1-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",AWPainting 1.1_v1.1.safetensors-LoRA-3
1,-1.1947374694164932,"00001-2-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",AWPainting 1.1_v1.1.safetensors-LoRA-3
2,-0.7009943457578823,"00002-3-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",AWPainting 1.1_v1.1.safetensors-LoRA-3
3,-1.0913255346618214,"00003-4-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",AWPainting 1.1_v1.1.safetensors-LoRA-3
4,-1.3381239789942483,"00004-5-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",AWPainting 1.1_v1.1.safetensors-LoRA-3
5,-1.0986066328340305,"00005-6-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",AWPainting 1.1_v1.1.safetensors-LoRA-3
6,-1.2093314739375198,"00006-7-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",AWPainting 1.1_v1.1.safetensors-LoRA-3
7,-1.0080398312174201,"00007-8-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",AWPainting 1.1_v1.1.safetensors-LoRA-3
8,-1.258552520463314,"00008-9-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",AWPainting 1.1_v1.1.safetensors-LoRA-3
9,-0.8761880818294313,"00009-10-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",AWPainting 1.1_v1.1.safetensors-LoRA-3
10,-0.9859124938146135,"00010-11-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",AWPainting 1.1_v1.1.safetensors-LoRA-3
11,-0.9512227442616757,"00011-12-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",AWPainting 1.1_v1.1.safetensors-LoRA-3
12,-0.918164217147573,"00012-13-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",AWPainting 1.1_v1.1.safetensors-LoRA-3
13,-1.310652578756029,"00013-14-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",AWPainting 1.1_v1.1.safetensors-LoRA-3
14,-1.2507350620767146,"00014-15-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",AWPainting 1.1_v1.1.safetensors-LoRA-3
15,-0.960521967966372,"00015-16-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",AWPainting 1.1_v1.1.safetensors-LoRA-3
16,-1.208731249513992,"00016-17-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",AWPainting 1.1_v1.1.safetensors-LoRA-3
17,-1.1387833341611964,"00017-18-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",AWPainting 1.1_v1.1.safetensors-LoRA-3
18,-1.4555543555106203,"00018-19-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",AWPainting 1.1_v1.1.safetensors-LoRA-3
19,-1.2316559394166564,"00019-20-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",AWPainting 1.1_v1.1.safetensors-LoRA-3
0,1.5458936926663607,"00000-1-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",Moyou_v1020.safetensors-LoRA-3
1,1.6126174981906969,"00001-2-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",Moyou_v1020.safetensors-LoRA-3
2,0.9265414014803738,"00002-3-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",Moyou_v1020.safetensors-LoRA-3
3,0.40356904207807986,"00003-4-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",Moyou_v1020.safetensors-LoRA-3
4,1.3306010820270353,"00004-5-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",Moyou_v1020.safetensors-LoRA-3
5,1.165766318962398,"00005-6-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",Moyou_v1020.safetensors-LoRA-3
6,1.6270212319825583,"00006-7-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",Moyou_v1020.safetensors-LoRA-3
7,1.1973983526289254,"00007-8-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",Moyou_v1020.safetensors-LoRA-3
8,1.4182465711327679,"00008-9-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",Moyou_v1020.safetensors-LoRA-3
9,1.741483740384108,"00009-10-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",Moyou_v1020.safetensors-LoRA-3
10,1.088838780856726,"00010-11-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",Moyou_v1020.safetensors-LoRA-3
11,1.5875417493629154,"00011-12-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",Moyou_v1020.safetensors-LoRA-3
12,0.8909288017125966,"00012-13-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",Moyou_v1020.safetensors-LoRA-3
13,0.500059021890973,"00013-14-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",Moyou_v1020.safetensors-LoRA-3
14,1.9540615024952666,"00014-15-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",Moyou_v1020.safetensors-LoRA-3
15,0.9455222079581886,"00015-16-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",Moyou_v1020.safetensors-LoRA-3
16,2.108535888036103,"00016-17-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",Moyou_v1020.safetensors-LoRA-3
17,1.2358646002409774,"00017-18-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",Moyou_v1020.safetensors-LoRA-3
18,2.125743368013353,"00018-19-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",Moyou_v1020.safetensors-LoRA-3
19,0.7326529672832024,"00019-20-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",Moyou_v1020.safetensors-LoRA-3
0,0.3660420031716941,"00000-1-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",dreamshaper_7.safetensors-LoRA-3
1,-0.14544570424632156,"00001-2-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",dreamshaper_7.safetensors-LoRA-3
2,-0.19380933452058452,"00002-3-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",dreamshaper_7.safetensors-LoRA-3
3,-0.32806479063646377,"00003-4-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",dreamshaper_7.safetensors-LoRA-3
4,-0.22976926305319473,"00004-5-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",dreamshaper_7.safetensors-LoRA-3
5,0.22577918046482126,"00005-6-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",dreamshaper_7.safetensors-LoRA-3
6,-0.7132555303446024,"00006-7-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",dreamshaper_7.safetensors-LoRA-3
7,0.11020181612781586,"00007-8-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",dreamshaper_7.safetensors-LoRA-3
8,-0.661969100423932,"00008-9-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",dreamshaper_7.safetensors-LoRA-3
9,0.64406777375996,"00009-10-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",dreamshaper_7.safetensors-LoRA-3
10,-0.34109523738525804,"00010-11-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",dreamshaper_7.safetensors-LoRA-3
11,0.9401020946641582,"00011-12-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",dreamshaper_7.safetensors-LoRA-3
12,-0.3133761877720181,"00012-13-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",dreamshaper_7.safetensors-LoRA-3
13,-0.2649659605844902,"00013-14-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",dreamshaper_7.safetensors-LoRA-3
14,-0.548384249840846,"00014-15-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",dreamshaper_7.safetensors-LoRA-3
15,0.6573592954128629,"00015-16-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",dreamshaper_7.safetensors-LoRA-3
16,-0.2507895932913967,"00016-17-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",dreamshaper_7.safetensors-LoRA-3
17,-0.7623552927060828,"00017-18-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",dreamshaper_7.safetensors-LoRA-3
18,-0.4181577743495734,"00018-19-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",dreamshaper_7.safetensors-LoRA-3
19,-0.4548784553242821,"00019-20-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",dreamshaper_7.safetensors-LoRA-3
0,0.7364539204599166,"00004-1-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",majicmixRealistic_v6.safetensors-LoRA-3
1,1.02330997134917,"00005-2-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",majicmixRealistic_v6.safetensors-LoRA-3
2,0.5684624643775011,"00006-3-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",majicmixRealistic_v6.safetensors-LoRA-3
3,0.04470010553435728,"00007-4-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",majicmixRealistic_v6.safetensors-LoRA-3
4,0.42017324074210166,"00008-5-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",majicmixRealistic_v6.safetensors-LoRA-3
5,0.5541867894784778,"00009-6-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",majicmixRealistic_v6.safetensors-LoRA-3
6,0.208237590705225,"00010-7-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",majicmixRealistic_v6.safetensors-LoRA-3
7,0.7576522112498433,"00011-8-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",majicmixRealistic_v6.safetensors-LoRA-3
8,-0.5207271642080116,"00012-9-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",majicmixRealistic_v6.safetensors-LoRA-3
9,1.6762265809666497,"00013-10-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",majicmixRealistic_v6.safetensors-LoRA-3
10,0.835475170181695,"00014-11-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",majicmixRealistic_v6.safetensors-LoRA-3
11,-0.002302465255638581,"00015-12-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",majicmixRealistic_v6.safetensors-LoRA-3
12,0.5420180551505227,"00016-13-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",majicmixRealistic_v6.safetensors-LoRA-3
13,0.3135395094809055,"00017-14-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",majicmixRealistic_v6.safetensors-LoRA-3
14,0.11345104202299955,"00018-15-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",majicmixRealistic_v6.safetensors-LoRA-3
15,0.5565234098702492,"00019-16-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",majicmixRealistic_v6.safetensors-LoRA-3
16,1.5813010677310348,"00020-17-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",majicmixRealistic_v6.safetensors-LoRA-3
17,0.06439473706644358,"00021-18-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",majicmixRealistic_v6.safetensors-LoRA-3
18,-0.3561605812505692,"00022-19-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",majicmixRealistic_v6.safetensors-LoRA-3
19,0.052606048484975625,"00023-20-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",majicmixRealistic_v6.safetensors-LoRA-3
0,-1.1198740754260896,"00000-1-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",GhostMix-V2.0-fp16-NoVAE-LoRA-3
1,-1.3489825882298296,"00001-2-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",GhostMix-V2.0-fp16-NoVAE-LoRA-3
2,-1.0060801170637952,"00002-3-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",GhostMix-V2.0-fp16-NoVAE-LoRA-3
3,-1.0909533376861855,"00003-4-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",GhostMix-V2.0-fp16-NoVAE-LoRA-3
4,-1.1184456817497819,"00004-5-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",GhostMix-V2.0-fp16-NoVAE-LoRA-3
5,-1.2366115707135672,"00005-6-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",GhostMix-V2.0-fp16-NoVAE-LoRA-3
6,-1.2295066981016314,"00006-7-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",GhostMix-V2.0-fp16-NoVAE-LoRA-3
7,-0.7840039377055966,"00007-8-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",GhostMix-V2.0-fp16-NoVAE-LoRA-3
8,-0.999126932275892,"00008-9-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",GhostMix-V2.0-fp16-NoVAE-LoRA-3
9,-0.8686603670152081,"00009-10-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",GhostMix-V2.0-fp16-NoVAE-LoRA-3
10,-1.1527599295814623,"00010-11-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",GhostMix-V2.0-fp16-NoVAE-LoRA-3
11,-0.9211483198252617,"00011-12-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",GhostMix-V2.0-fp16-NoVAE-LoRA-3
12,-1.1173832886510693,"00012-13-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",GhostMix-V2.0-fp16-NoVAE-LoRA-3
13,-1.1042047892984261,"00013-14-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",GhostMix-V2.0-fp16-NoVAE-LoRA-3
14,-1.119938765821633,"00014-15-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",GhostMix-V2.0-fp16-NoVAE-LoRA-3
15,-1.4054333854427368,"00015-16-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",GhostMix-V2.0-fp16-NoVAE-LoRA-3
16,-1.166137126764606,"00016-17-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",GhostMix-V2.0-fp16-NoVAE-LoRA-3
17,-1.3153454001573799,"00017-18-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",GhostMix-V2.0-fp16-NoVAE-LoRA-3
18,-1.1422130817859613,"00018-19-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",GhostMix-V2.0-fp16-NoVAE-LoRA-3
19,-1.2246496308428856,"00019-20-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",GhostMix-V2.0-fp16-NoVAE-LoRA-3
0,-0.12076718584225954,"00000-1-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",revAnimated_v122.safetensors-LoRA-3
1,-0.3231542691172881,"00001-2-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",revAnimated_v122.safetensors-LoRA-3
2,-0.6730998141521339,"00002-3-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",revAnimated_v122.safetensors-LoRA-3
3,-0.3823746497077202,"00003-4-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",revAnimated_v122.safetensors-LoRA-3
4,-0.6713399544899771,"00004-5-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",revAnimated_v122.safetensors-LoRA-3
5,-0.3117826394332695,"00005-6-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",revAnimated_v122.safetensors-LoRA-3
6,-0.8657901128241845,"00006-7-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",revAnimated_v122.safetensors-LoRA-3
7,-0.3459317326025092,"00007-8-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",revAnimated_v122.safetensors-LoRA-3
8,-0.24221774409802052,"00008-9-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",revAnimated_v122.safetensors-LoRA-3
9,0.44772440927776297,"00009-10-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",revAnimated_v122.safetensors-LoRA-3
10,-0.39940218628587243,"00010-11-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",revAnimated_v122.safetensors-LoRA-3
11,0.1022038360116352,"00011-12-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",revAnimated_v122.safetensors-LoRA-3
12,0.20357376844670383,"00012-13-[(white background_1.5),__5] (isometric_1.0), double exposure, bubble, mid shot, full body, __ masterpiece, best quality, 1girl,.png",revAnimated_v122.safetensors-LoRA-3
