,LoRALoss,ImageIndex,name
0,-1.2400110584175374,"00000-1-, 1girl, looking at viewer, upper body, 3D, realistic, large breasts, excessively frilled princess dress, draped clothes, jewelr.png",lyriel_v14.safetensors-LoRA-13
1,1.2540864431334817,"00001-2-, 1girl, looking at viewer, upper body, 3D, realistic, large breasts, excessively frilled princess dress, draped clothes, jewelr.png",lyriel_v14.safetensors-LoRA-13
2,1.8813371124141371,"00002-3-, 1girl, looking at viewer, upper body, 3D, realistic, large breasts, excessively frilled princess dress, draped clothes, jewelr.png",lyriel_v14.safetensors-LoRA-13
3,-0.2763797156891864,"00003-4-, 1girl, looking at viewer, upper body, 3D, realistic, large breasts, excessively frilled princess dress, draped clothes, jewelr.png",lyriel_v14.safetensors-LoRA-13
4,-0.286282513362043,"00004-5-, 1girl, looking at viewer, upper body, 3D, realistic, large breasts, excessively frilled princess dress, draped clothes, jewelr.png",lyriel_v14.safetensors-LoRA-13
5,0.9604099963383539,"00005-6-, 1girl, looking at viewer, upper body, 3D, realistic, large breasts, excessively frilled princess dress, draped clothes, jewelr.png",lyriel_v14.safetensors-LoRA-13
6,-0.38687292946001167,"00006-7-, 1girl, looking at viewer, upper body, 3D, realistic, large breasts, excessively frilled princess dress, draped clothes, jewelr.png",lyriel_v14.safetensors-LoRA-13
7,0.20312873210686583,"00007-8-, 1girl, looking at viewer, upper body, 3D, realistic, large breasts, excessively frilled princess dress, draped clothes, jewelr.png",lyriel_v14.safetensors-LoRA-13
8,-0.4763897134448738,"00008-9-, 1girl, looking at viewer, upper body, 3D, realistic, large breasts, excessively frilled princess dress, draped clothes, jewelr.png",lyriel_v14.safetensors-LoRA-13
9,0.4254727642269861,"00009-10-, 1girl, looking at viewer, upper body, 3D, realistic, large breasts, excessively frilled princess dress, draped clothes, jewelr.png",lyriel_v14.safetensors-LoRA-13
10,0.6637032805957487,"00010-11-, 1girl, looking at viewer, upper body, 3D, realistic, large breasts, excessively frilled princess dress, draped clothes, jewelr.png",lyriel_v14.safetensors-LoRA-13
11,0.603468073936541,"00011-12-, 1girl, looking at viewer, upper body, 3D, realistic, large breasts, excessively frilled princess dress, draped clothes, jewelr.png",lyriel_v14.safetensors-LoRA-13
12,-0.30493778836465507,"00012-13-, 1girl, looking at viewer, upper body, 3D, realistic, large breasts, excessively frilled princess dress, draped clothes, jewelr.png",lyriel_v14.safetensors-LoRA-13
13,-0.7674936312214399,"00013-14-, 1girl, looking at viewer, upper body, 3D, realistic, large breasts, excessively frilled princess dress, draped clothes, jewelr.png",lyriel_v14.safetensors-LoRA-13
14,-0.16779553767541092,"00014-15-, 1girl, looking at viewer, upper body, 3D, realistic, large breasts, excessively frilled princess dress, draped clothes, jewelr.png",lyriel_v14.safetensors-LoRA-13
15,-0.8098286041253306,"00015-16-, 1girl, looking at viewer, upper body, 3D, realistic, large breasts, excessively frilled princess dress, draped clothes, jewelr.png",lyriel_v14.safetensors-LoRA-13
