,LoRALoss,ImageIndex,name
0,0.8606979133454475,"00000-1-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png",lyriel_v14.safetensors-LoRA-2
1,-0.7894949227590804,"00001-2-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png",lyriel_v14.safetensors-LoRA-2
2,-0.8411689161720538,"00002-3-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png",lyriel_v14.safetensors-LoRA-2
3,-0.9854312247368295,"00003-4-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png",lyriel_v14.safetensors-LoRA-2
4,-1.0280676247268172,"00004-5-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png",lyriel_v14.safetensors-LoRA-2
5,-0.9117714929489996,"00005-6-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png",lyriel_v14.safetensors-LoRA-2
6,-0.6877472363712328,"00006-7-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png",lyriel_v14.safetensors-LoRA-2
7,-0.23379874214491558,"00007-8-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png",lyriel_v14.safetensors-LoRA-2
8,-1.0266554500137204,"00008-9-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png",lyriel_v14.safetensors-LoRA-2
9,-1.2983382795818463,"00009-10-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png",lyriel_v14.safetensors-LoRA-2
10,-0.8546044523251581,"00010-11-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png",lyriel_v14.safetensors-LoRA-2
11,-0.8810634397099334,"00011-12-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png",lyriel_v14.safetensors-LoRA-2
12,0.3158573709210979,"00012-13-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png",lyriel_v14.safetensors-LoRA-2
13,-1.1413105207796883,"00013-14-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png",lyriel_v14.safetensors-LoRA-2
14,-0.2966823412576636,"00014-15-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png",lyriel_v14.safetensors-LoRA-2
