,LoRALoss,ImageIndex,name
0,-0.6355727882659559,"00000-1-1girl, tohsaka rin, solo, long hair, sweater, red sweater, looking at viewer, blue background, black hair, simple background, tw.png",lyriel_v14.safetensors-LoRA-1
1,-0.5984198362353012,"00001-2-1girl, tohsaka rin, solo, long hair, sweater, red sweater, looking at viewer, blue background, black hair, simple background, tw.png",lyriel_v14.safetensors-LoRA-1
2,0.21670846178887138,"00002-3-1girl, tohsaka rin, solo, long hair, sweater, red sweater, looking at viewer, blue background, black hair, simple background, tw.png",lyriel_v14.safetensors-LoRA-1
3,0.26682372519678105,"00003-4-1girl, tohsaka rin, solo, long hair, sweater, red sweater, looking at viewer, blue background, black hair, simple background, tw.png",lyriel_v14.safetensors-LoRA-1
4,-0.6897059550021315,"00004-5-1girl, tohsaka rin, solo, long hair, sweater, red sweater, looking at viewer, blue background, black hair, simple background, tw.png",lyriel_v14.safetensors-LoRA-1
5,-0.8139798523607444,"00005-6-1girl, tohsaka rin, solo, long hair, sweater, red sweater, looking at viewer, blue background, black hair, simple background, tw.png",lyriel_v14.safetensors-LoRA-1
6,0.6257372512648698,"00006-7-1girl, tohsaka rin, solo, long hair, sweater, red sweater, looking at viewer, blue background, black hair, simple background, tw.png",lyriel_v14.safetensors-LoRA-1
7,0.7053531578053395,"00007-8-1girl, tohsaka rin, solo, long hair, sweater, red sweater, looking at viewer, blue background, black hair, simple background, tw.png",lyriel_v14.safetensors-LoRA-1
8,-0.6161119290938158,"00008-9-1girl, tohsaka rin, solo, long hair, sweater, red sweater, looking at viewer, blue background, black hair, simple background, tw.png",lyriel_v14.safetensors-LoRA-1
9,-0.6275576052343806,"00009-10-1girl, tohsaka rin, solo, long hair, sweater, red sweater, looking at viewer, blue background, black hair, simple background, tw.png",lyriel_v14.safetensors-LoRA-1
10,-0.9175119020111765,"00010-11-1girl, tohsaka rin, solo, long hair, sweater, red sweater, looking at viewer, blue background, black hair, simple background, tw.png",lyriel_v14.safetensors-LoRA-1
11,-1.1103130581221572,"00011-12-1girl, tohsaka rin, solo, long hair, sweater, red sweater, looking at viewer, blue background, black hair, simple background, tw.png",lyriel_v14.safetensors-LoRA-1
12,-1.0417958207086768,"00012-13-1girl, tohsaka rin, solo, long hair, sweater, red sweater, looking at viewer, blue background, black hair, simple background, tw.png",lyriel_v14.safetensors-LoRA-1
13,0.18751179926922903,"00013-14-1girl, tohsaka rin, solo, long hair, sweater, red sweater, looking at viewer, blue background, black hair, simple background, tw.png",lyriel_v14.safetensors-LoRA-1
14,-1.1911426722531666,"00014-15-1girl, tohsaka rin, solo, long hair, sweater, red sweater, looking at viewer, blue background, black hair, simple background, tw.png",lyriel_v14.safetensors-LoRA-1
15,-1.0108770855051525,"00015-16-1girl, tohsaka rin, solo, long hair, sweater, red sweater, looking at viewer, blue background, black hair, simple background, tw.png",lyriel_v14.safetensors-LoRA-1
16,-0.5072520128383808,"00016-17-1girl, tohsaka rin, solo, long hair, sweater, red sweater, looking at viewer, blue background, black hair, simple background, tw.png",lyriel_v14.safetensors-LoRA-1
17,0.09285226545402869,"00017-18-1girl, tohsaka rin, solo, long hair, sweater, red sweater, looking at viewer, blue background, black hair, simple background, tw.png",lyriel_v14.safetensors-LoRA-1
18,-1.1344795168491113,"00018-19-1girl, tohsaka rin, solo, long hair, sweater, red sweater, looking at viewer, blue background, black hair, simple background, tw.png",lyriel_v14.safetensors-LoRA-1
19,-0.15009374606193868,"00019-20-1girl, tohsaka rin, solo, long hair, sweater, red sweater, looking at viewer, blue background, black hair, simple background, tw.png",lyriel_v14.safetensors-LoRA-1
0,-0.9144506008362704,"00000-1-1girl, tohsaka rin, solo, long hair, sweater, red sweater, looking at viewer, blue background, black hair, simple background, tw.png",AWPainting 1.1_v1.1.safetensors-LoRA-1
1,-0.15386176948359934,"00001-2-1girl, tohsaka rin, solo, long hair, sweater, red sweater, looking at viewer, blue background, black hair, simple background, tw.png",AWPainting 1.1_v1.1.safetensors-LoRA-1
